State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Status Of Completion,Category,Village Scheme Type,FHTCS planned,FHTCS provided,Source of Scheme,Un-verified status,Main Schemes Funded From,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physical Work Status,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
madhya pradesh,e.e. phed division balaghat,8232621.0,"dorlimal (ang, sch)",8.9,2020-2021,19-01-2021,16-02-2021,26-07-2024,31-12-2024,8.9,0.0,8.9,7.10354,2.34165,7.10354,2.34165,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,4.45,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division gwalior,8382974.0,primary school banjaronkapura,1.72,2021-2022,18-12-2020,01-04-2021,09-03-2023,10-03-2023,1.61,0.0,1.61,1.61,0.805,1.61,0.805,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.86,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30058957.0,new pwss amjhira,30.4,2022-2023,04-01-2022,18-08-2022,not provided,31-03-2025,30.4,0.0,30.4,22.67412,7.9649,22.67412,7.9649,ongoing,new pws scheme,svs,85.0,68.0,ground water based,not specified,jjm-pws,pws schemes,30.4,13.68,3.04,70.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion betul,8015804.0,junapani jjm,35.21,2020-2021,06-07-2020,16-07-2020,31-05-2021,31-12-2025,35.21,0.0,35.21,27.55347,10.89773,27.55347,10.89773,ongoing,new pws scheme,svs,175.0,175.0,ground water based,not specified,jjm-pws,pws schemes,35.21,15.845,3.521,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,30055802.0,motipura ps,1.05,2021-2022,31-12-2020,27-09-2021,13-03-2023,14-03-2023,1.05,0.0,1.05,0.94498,0.4725,0.94498,0.4725,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.525,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,30222528.0,kidgitola pwss,30.06,2022-2023,30-12-2022,14-09-2023,not provided,30-06-2025,30.06,0.0,30.06,29.07051,9.97605,29.07051,9.97605,ongoing,new pws scheme,svs,56.0,51.0,ground water based,not specified,jjm-pws,pws schemes,30.06,13.527,3.006,0.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30162621.0,new pwss suwakhedi,71.05,2022-2023,19-04-2022,30-11-2022,not provided,31-03-2025,71.05,0.0,71.05,29.97488,13.49509,29.97488,13.49509,ongoing,new pws scheme,svs,283.0,283.0,ground water based,not specified,jjm-pws,pws schemes,71.05,31.972,7.105,70.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,30046587.0,pachalana bil jjm scheme 2021-22,73.15,2021-2022,18-11-2021,08-02-2022,not provided,31-03-2026,73.15,0.0,73.15,69.49149,30.74576,69.49149,30.74576,ongoing,new pws scheme,svs,229.0,174.0,ground water based,not specified,jjm-pws,pws schemes,73.15,32.918,7.315,85.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion betul,30068011.0," phulgohan jjm,.",76.47,2020-2021,28-12-2021,05-05-2022,17-10-2024,31-12-2025,76.47,0.0,76.47,76.47,34.13339,76.47,34.13339,ongoing,new pws scheme,svs,226.0,136.0,ground water based,not specified,jjm-pws,pws schemes,76.47,36.323,3.824,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,7854176.0,gothada (odf) announcement scheme,42.09,2018-2019,01-08-2018,13-08-2018,31-03-2019,31-03-2020,15.0,0.0,15.0,38.92483,9.39075,15.0,2.0,financially completed,new pws scheme,svs,24.0,120.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2021.0,not provided,2019.0,23-04-2025
madhya pradesh,e.e. phed division singrouli,8389154.0,bharra,3.06,2021-2022,23-02-2021,16-07-2021,27-05-2023,31-05-2023,2.96856,0.0,2.96856,2.96856,1.48428,2.96856,1.48428,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.53,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division sheopur,8301814.0,banar anganwadi,0.91,2020-2021,22-02-2021,18-03-2021,31-08-2021,30-06-2021,0.91,0.0,0.91,0.9,0.45,0.9,0.45,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.455,0.0,39.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division barwani,30251354.0,sirarpani sch/anw scheme,7.18,2020-2021,22-02-2021,04-06-2021,not provided,not provided,7.18,0.0,7.18,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,3.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,3.59,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division chhatarpur,8388120.0,bangaon main road anganwadi,1.0,2021-2022,12-03-2021,01-04-2021,03-02-2024,09-02-2024,0.7,0.0,0.7,0.7,0.35,0.7,0.35,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.5,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,8190941.0,nanded scheme,185.3,2020-2021,17-02-2020,17-12-2020,not provided,31-12-2025,185.3,0.0,185.3,179.61753,66.91821,179.61753,66.91821,ongoing,new pws scheme,svs,35.0,70.0,ground water based,not specified,jjm-pws,pws schemes,185.3,83.385,18.53,50.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,8280322.0,"donariyag (school, ang)",10.96,2020-2021,19-01-2021,22-02-2021,20-09-2024,21-09-2024,10.96,0.0,10.96,10.70012,4.70004,10.70012,4.70004,ongoing,new pws scheme,svs,4.0,3.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,5.48,0.0,100.0,physically completed,not provided,2021.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed divivsion harda,8365971.0,beswa school anganwadi jjm,2.38,2020-2021,23-01-2021,18-06-2021,27-09-2024,31-12-2024,2.38,0.0,2.38,1.5,0.75,1.5,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.19,0.0,100.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,30143419.0,matangna new jjm pwss scheme 2022-23,62.45,2022-2023,23-12-2021,21-10-2022,30-05-2024,31-12-2025,62.45,0.0,62.45,60.82817,28.1025,60.82817,28.1025,ongoing,new pws scheme,svs,218.0,125.0,ground water based,not specified,jjm-pws,pws schemes,62.45,28.103,6.245,100.0,physically completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,indore (e&m) division,7751912.0,shahpura rjjm pwss,261.34,2017-2018,05-12-2020,31-10-2017,31-03-2019,31-03-2027,197.71718,0.0,197.71718,240.04975,114.14718,176.42693,85.26882,ongoing,retrofit/ augmentation,svs,307.0,314.0,ground water based,not specified,nrdwp,ongoing and subsumed for retrofit & augmentation,0.0,130.67,0.0,100.0,physically completed,not provided,2022.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division narsinghpur,30155538.0,charguwan,33.34,2022-2023,24-05-2022,26-12-2022,not provided,31-10-2024,33.34,0.0,33.34,27.7212,13.8606,27.7212,13.8606,ongoing,new pws scheme,svs,160.0,1.0,ground water based,not specified,jjm-pws,pws schemes,33.34,15.003,3.334,0.0,ongoing but physically not completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division tikamgarh,7752296.0,simra khurd (odf) pwss,183.08,2017-2018,25-07-2020,17-10-2017,08-01-2024,30-06-2025,180.14434,0.0,180.14434,180.99827,30.78484,178.06261,30.78484,ongoing,retrofit/ augmentation,svs,699.0,669.0,ground water based,not specified,nrdwp,ongoing and subsumed for retrofit & augmentation,180.33,82.524,18.033,100.0,physically completed,not provided,2022.0,not provided,2020.0,23-04-2025
madhya pradesh,jabalpur (e&m) division,30012950.0,karmohni bandhi jjm scheme,112.87,2021-2022,19-08-2021,20-12-2022,not provided,23-08-2024,112.87,0.0,112.87,102.663,50.7915,102.663,50.7915,ongoing,retrofit/ augmentation,svs,121.0,28.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,112.87,50.791,11.287,70.0,ongoing but physically not completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division bhind,30213627.0,dungerpura new jjm pwss,145.93,2022-2023,28-12-2022,26-12-2023,not provided,30-06-2025,145.93,0.0,145.93,37.5,7.5,37.5,7.5,ongoing,new pws scheme,svs,230.0,180.0,ground water based,not specified,jjm-pws,pws schemes,145.93,65.669,14.593,10.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion harda,30156608.0,lolagra jjm new,55.65,2022-2023,09-12-2022,08-09-2023,31-03-2025,31-05-2025,55.65,0.0,55.65,49.55595,23.77797,49.55595,23.77797,ongoing,new pws scheme,svs,178.0,168.0,ground water based,not specified,jjm-pws,pws schemes,55.65,25.043,5.565,100.0,physically completed,not provided,2025.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division agar,8334387.0,block nalkheda anganwadi group 2,47.16,2021-2022,01-01-2021,19-04-2021,31-10-2021,30-05-2024,47.16,0.0,47.16,25.89096,13.2815,25.89096,13.2815,ongoing,new pws scheme,mvs,30.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,23.58,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division rewa,8134928.0,kotwa khas (retrofit) pwss,43.49,2020-2021,16-07-2020,05-12-2020,not provided,31-12-2025,43.49,0.0,43.49,42.1597,19.5705,42.1597,19.5705,ongoing,retrofit/ augmentation,svs,192.0,25.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,43.49,19.571,4.349,90.0,ongoing but physically not completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,8375595.0,(aa 108 date 06.10.2021) sironj school & anganwadi,19.41,2021-2022,01-01-2021,01-04-2021,17-06-2023,16-08-2024,19.41,0.0,19.41,19.37533,9.68767,19.37533,9.68767,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,9.705,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division barwani,30007034.0,rasgaon rjjm pwss,201.79,2021-2022,01-03-2021,13-10-2021,03-11-2024,31-12-2025,201.79,0.0,201.79,168.2064,81.6032,168.2064,81.6032,ongoing,retrofit/ augmentation,svs,283.0,148.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,201.79,95.85,10.09,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division khargone,30000984.0,mokhangaon_retro,25.69,2021-2022,19-08-2021,30-03-2022,11-01-2024,31-12-2025,25.69,0.0,25.69,16.57375,7.68187,16.57375,7.68187,ongoing,retrofit/ augmentation,svs,58.0,62.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,25.69,11.561,2.569,100.0,physically completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8232273.0,lakdiya jjm scheme,45.94,2020-2021,26-11-2020,07-05-2021,03-09-2024,31-07-2025,45.94,0.0,45.94,27.43822,13.71911,27.43822,13.71911,ongoing,new pws scheme,svs,146.0,146.0,ground water based,not specified,jjm-pws,pws schemes,45.94,20.673,4.594,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division khurai,8218154.0,ronda,116.74,2020-2021,18-09-2020,01-11-2020,not provided,30-12-2025,116.74,0.0,116.74,62.21981,30.29622,62.21981,30.29622,ongoing,new pws scheme,svs,501.0,318.0,ground water based,not specified,jjm-pws,pws schemes,116.74,52.533,11.674,80.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division guna,8333933.0,"teligaon ,school and anganwadi scheme",2.13,2020-2021,21-12-2020,18-02-2021,not provided,31-03-2022,2.13,0.0,2.13,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,8.0,0.0,ground water based,not specified,jjm-pws,pws schemes,0.0,1.065,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division guna,8334504.0,"bapch vikram , school anganwadi scheme",7.16,2020-2021,21-12-2020,18-02-2021,not provided,30-06-2024,7.16,0.0,7.16,0.58359,0.22967,0.58359,0.22967,ongoing,new pws scheme,mvs,1.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,3.58,0.0,90.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30082937.0,school 15 and anganwadi 14 and other 1 for 13 villages,37.8,2020-2021,05-02-2021,17-06-2021,06-11-2024,31-12-2024,37.8,0.0,37.8,37.8,18.9,37.8,18.9,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,18.9,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,30126628.0,semarameghnath (retrovitting),87.84,2021-2022,01-01-2022,03-10-2022,11-04-2025,12-04-2025,87.84,0.0,87.84,64.81325,32.9001,64.81325,32.9001,ongoing,retrofit/ augmentation,svs,231.0,172.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,87.84,39.528,8.784,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8349059.0,gadasarai (school/aganwadi),22.44,2021-2022,24-12-2020,03-06-2021,not provided,31-03-2025,22.44,0.0,22.44,22.44,8.97077,22.44,8.97077,ongoing,new pws scheme,svs,0.0,12.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,11.22,0.0,80.0,ongoing but physically not completed,not provided,2022.0,not provided,2024.0,23-04-2025
madhya pradesh,rewa (e&m) division,30007622.0,majhiyar pwss m,14.07,2020-2021,24-12-2020,22-03-2021,20-12-2023,31-12-2023,14.07,0.0,14.07,2.28103,1.05081,2.28103,1.05081,ongoing,new pws scheme,svs,23.0,23.0,ground water based,not specified,jjm-pws,pws schemes,14.07,6.332,1.407,100.0,physically completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division damoh,30127577.0,jabera  school group scheme 4,41.36,2021-2022,25-07-2021,21-01-2022,not provided,31-12-2024,41.36,0.0,41.36,18.0,9.0,18.0,9.0,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,41.36,18.612,4.136,90.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion hoshangabad,30206216.0,new pwss basaniya kalan,62.7,2021-2022,05-10-2021,06-02-2023,not provided,31-12-2025,62.7,0.0,62.7,6.58174,2.08573,6.58174,2.08573,ongoing,new pws scheme,svs,269.0,0.0,ground water based,not specified,jjm-pws,pws schemes,62.7,28.215,6.27,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division parasia,30246758.0,bhajipani school anganwadi jjm scheme,2.37,2020-2021,06-01-2021,01-09-2021,07-11-2024,31-03-2025,2.37,0.0,2.37,2.37,1.185,2.37,1.185,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.185,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division dindori,30026637.0,cheerpani (quality) ,75.32,2021-2022,15-10-2020,21-06-2021,09-08-2024,31-03-2025,75.32,0.0,75.32,69.06613,19.66548,69.06613,19.66548,ongoing,new pws scheme,svs,196.0,139.0,ground water based,not specified,jjm-pws,pws schemes,75.32,35.777,3.766,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division khandwa,4825703.0,surgaon banjari    pwss,48.96,2012-2013,05-03-2008,27-09-2013,31-12-2018,31-03-2019,0.57061,0.0,0.57061,10.07999,3.03373,0.57061,0.28531,financially completed,new pws scheme,svs,196.0,13.0,ground water based,not specified,nrdwp,ongoing and not taken for retrofit & augmentation (nrdwp schemes where expenditure booked since launch of jjm),0.0,0.0,0.0,100.0,physically completed,not provided,2022.0,not provided,2020.0,23-04-2025
madhya pradesh,e.e. phed division neemuch,8364288.0,tolkhedi anganwadi,1.12,2021-2022,09-03-2021,08-04-2021,30-09-2021,31-03-2025,1.12,0.0,1.12,0.91664,0.0,0.91664,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.56,0.0,100.0,physically completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division balaghat,30219016.0,itora pwss,67.844,2022-2023,30-12-2022,06-09-2023,not provided,30-06-2025,67.844,0.0,67.844,40.18711,15.29698,40.18711,15.29698,ongoing,new pws scheme,svs,215.0,149.0,ground water based,not specified,jjm-pws,pws schemes,67.844,30.53,6.784,0.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division datia,8337029.0,"khamroli,school",1.2,2021-2022,23-11-2020,13-05-2021,not provided,31-03-2024,1.2,0.0,1.2,1.2,0.0,1.2,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.6,0.0,100.0,ongoing but physically not completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,jabalpur (e&m) division,30236479.0,batri jjm scheme,111.13,2023-2024,20-04-2023,25-01-2024,not provided,30-04-2025,111.13,0.0,111.13,7.0,1.5,7.0,1.5,ongoing,new pws scheme,svs,170.0,10.0,ground water based,not specified,jjm-pws,pws schemes,111.13,52.787,5.556,30.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division singrouli,8389890.0,kathdaha,6.32,2021-2022,23-02-2021,04-08-2021,18-05-2023,31-10-2024,6.32,0.0,6.32,6.30958,3.15479,6.30958,3.15479,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,3.16,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division ratlam,8126374.0,kanadiya retrofitting pwss 2020 21,39.65,2020-2021,22-09-2020,12-11-2020,30-06-2021,31-07-2023,33.543,0.0,33.543,33.543,9.47099,33.543,9.47099,financially completed,retrofit/ augmentation,svs,152.0,150.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,39.65,17.843,3.965,100.0,physically completed,not provided,2021.0,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division narsinghpur,30144659.0,richhawar pwss,30.04,2022-2023,24-05-2022,14-10-2022,14-12-2023,30-09-2024,30.04,0.0,30.04,29.10931,13.518,29.10931,13.518,ongoing,new pws scheme,svs,166.0,160.0,ground water based,not specified,jjm-pws,pws schemes,30.04,13.518,3.004,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,8355596.0,"(aa no. 560) gyaspur,sironj",49.67,2021-2022,01-01-2021,01-04-2021,11-04-2025,16-04-2025,49.67,0.0,49.67,49.54453,24.77227,49.54453,24.77227,ongoing,new pws scheme,mvs,4.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,49.67,22.352,4.967,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
